id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
de22e81b-b248-44df-bf5b-ce28bb43017c,Tier_III_BERT_Granular,training the <your model> model,,2025-12-01 19:54:15,640.1574699878693,0.0056937960654861,0.0010282426314661,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0",Tesla T4 1 device(s),Linux,US/Oregon,0
453d010b-a18a-41d3-b9d1-5ccf3b53784a,Tier_III_BERT_Granular,training the <your model> model,N/A,2025-12-01 20:02:46,130.15727591514587,0.0012077728544372791,0.00021811169978282823,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0",Tesla T4 1 device(s),Linux,US/Oregon,0
