timestamp,tool,batch_size,precision,emissions,emissions_rate,energy_consumed,runtime_seconds,status
2025-12-01T04:11:13.053271,codecarbon,4,fp32,0.0005112409914978966,N/A,N/A,47.709885358810425,success
2025-12-01T04:12:03.736522,codecarbon,4,fp16,0.0004489703764074328,N/A,N/A,44.80743741989136,success
2025-12-01T04:12:45.147664,codecarbon,16,fp32,0.0003795509590094764,N/A,N/A,35.681474924087524,success
2025-12-01T04:13:24.754204,codecarbon,16,fp16,0.0003367816267757802,N/A,N/A,33.83427619934082,success
2025-12-01T04:14:07.133724,codecarbon,64,fp32,0.0003860871220517991,N/A,N/A,36.55705714225769,success
2025-12-01T04:14:46.281094,codecarbon,64,fp16,0.00033551949678319997,N/A,N/A,33.40168523788452,success
2025-12-01T04:15:29.463485,codecarbon,256,fp32,0.0003941791451211813,N/A,N/A,37.432215213775635,success
2025-12-01T04:16:09.153036,codecarbon,256,fp16,0.0003429789733107212,N/A,N/A,33.93713903427124,success
