timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-01T19:57:15,Tier_III_BERT_Global,61a13c81-6af5-485f-b532-2e0d63ea1534,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,206.491754165,0.0006368058379575,3.083928656292554e-06,42.5,27.611814021899704,10.0,0.0024360961016284,0.001580369875406,0.0005731314811666,0.0045895974582011,0.0,United States,USA,oregon,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,-121.1871,45.5999,12.671436309814451,machine,N,1.0,0.0,,
2025-12-01T20:03:03,Tier_III_BERT_Global,8522d9a2-f249-4af2-a31e-8b83d0b588c2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.945826764999993,7.836426405932864e-05,3.272564561181426e-06,42.5,32.439515321829084,10.0,0.00028256213136736196,0.0002157490614879999,6.647701369444469e-05,0.0005647882065498065,0.0,United States,USA,oregon,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,-121.1871,45.5999,12.671436309814453,machine,N,1.0,0.0,,
