timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-01T20:20:52,Tier_III_BERT_v5e,34023428-1074-421f-a19f-710489749f4d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,39.32936846400003,0.0002703462059469118,6.873901527159585e-06,42.5,0.0,50.0,0.0004641929974965261,0.0,0.0005459863074444419,0.001010179304940968,0.0,The Netherlands,NLD,groningen,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,44,AMD EPYC 9B14,,,6.5664,53.2222,172.94824600219727,machine,N,1.0,0.0
