timestamp,tool,batch_size,precision,emissions,emissions_rate,energy_consumed,runtime_seconds,status
2025-11-30T21:02:29.765982,codecarbon,4,fp32,8.549102734106536e-05,N/A,N/A,47.32633399963379,success
2025-11-30T21:03:24.582229,codecarbon,4,fp16,8.202624572179783e-05,N/A,N/A,45.365549087524414,success
2025-11-30T21:04:05.387464,codecarbon,16,fp32,5.80757309868314e-05,N/A,N/A,31.91123104095459,success
2025-11-30T21:04:43.857289,codecarbon,16,fp16,4.447640306893638e-05,N/A,N/A,29.52513575553894,success
2025-11-30T21:05:25.179065,codecarbon,64,fp32,5.8635550996545404e-05,N/A,N/A,32.048717975616455,success
2025-11-30T21:06:02.651970,codecarbon,64,fp16,4.4515718558483666e-05,N/A,N/A,27.967364072799683,success
2025-11-30T21:06:45.737467,codecarbon,256,fp32,8.803368326804069e-05,N/A,N/A,33.30775713920593,success
2025-11-30T21:07:22.432902,codecarbon,256,fp16,4.594655159544411e-05,N/A,N/A,27.28526020050049,success
