timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-01T13:40:49,Tier_III_BERT_Global_Local,None,2bcbcbb8-850d-4692-af0d-76f6f36d79b2 #the experiment_id you get with init,87.67804229198373,0.00014648452852463107,1.670709389664645e-06,0.088,0.0017000000000000003,6.0,7.064665476480276e-05,0.00012372007082961595,0.00011333674971994089,0.00030770347531435964,0.0,United States,USA,texas,,,macOS-15.6.1-arm64-arm-64bit-Mach-O,3.13.7,3.1.1,14,Apple M4 Pro,1,Apple M4 Pro,-97.0673,33.078,24.0,machine,N,1.0,0.0
